Tipo de Incidencia;Prioridad;Campo personalizado (Prioridad SD);Clave de incidencia;ID de la incidencia;Resumen;Campo personalizado (Tipo de atención SD);Informador;Creada;Campo personalizado (Aplicativo);Campo personalizado (Área);Estado;Responsable;Actualizada;Campo personalizado (Clasificación);Campo personalizado (Atendido por);Campo personalizado (Especialista);Resolución;Campo personalizado (Tipo de Cliente);Resuelta;Campo personalizado (Producto SD);Campo personalizado (Fecha Cerrado);Campo personalizado (Fecha de Aprobación a Cliente)
Incidente;Baja;999;SD-79377;290120;TRAMITE 83353;ACTUALIZAR PRIMAS Y/O COMISIONES;ccortez;26/01/2026 12:30;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;30/01/2026 11:59;Solicitud;Service Desk 4;soportedigital;Terminado;;30/01/2026 11:59;Vida Ley;;
Incidente;Baja;999;SD-76193;275007;TRAMITE 81178 VL ESTADO URGENTE;ACTUALIZAR PRIMAS Y/O COMISIONES;ccortez;14/11/2025 10:28;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;20/11/2025 10:19;Solicitud;Service Desk 5;soportedigital;Terminado;;20/11/2025 10:19;Vida Ley;;
Incidente;Baja;1;SD-76078;274320;tramite 81108 ESTADO;ACTUALIZAR PRIMAS Y/O COMISIONES;ccortez;12/11/2025 11:22;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;21/11/2025 02:00;Solicitud;Service Desk 5;soportedigital;Terminado;;21/11/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-78823;287757;muy urgente actualizar agenciamiento por error de PD;AGENCIAMIENTO;msialer;13/01/2026 10:10;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;msialer;14/01/2026 17:33;Solicitud;Service Desk 3;soportedigital;Terminado;Privado;14/01/2026 09:29;Vida Ley;;
Incidente;Baja;999;SD-79027;288629;FAVOR ELIMINAR AGENCIEMIENTO PARA EMITIR DIRECTO / 20606316420 - EVMING S.A.C.;AGENCIAMIENTO;lalcalde;16/01/2026 16:46;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lalcalde;20/01/2026 14:22;Solicitud;Service Desk 1;soportedigital;Terminado;;20/01/2026 14:22;Vida Ley;;
Incidente;Baja;999;SD-74616;267237;agenciamiento cliente;AGENCIAMIENTO;ccortez;15/10/2025 18:57;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;20/10/2025 02:00;Solicitud;Service Desk 4;soportedigital;Terminado;;20/10/2025 02:00;Vida Ley;;
Incidente;Baja;3;SD-75609;272017;CIERRE VIDA LEY:// OBSERVACIONES REGISTRO VENTAS OCTUBRE 2025;ANULACIÓN DE COMPROBANTE;nportugal;4/11/2025 11:49;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;nportugal;5/11/2025 15:26;Solicitud;Service Desk 3;soportedigital;Terminado;;5/11/2025 15:26;Vida Ley;;
Incidente;Baja;999;SD-77423;281768;VL- NO SE GENERAN DOCUMENTOS / 6000024553 -AGRO INVERSIONES EL SEMBRADOR E.I.R.L.;ANULACIÓN DE CUPONES;mtocto;11/12/2025 12:46;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mtocto;15/12/2025 12:41;Solicitud;Squad - Mesa Ongoing;soportedigital;Terminado;Privado;15/12/2025 12:41;Vida Ley;;
Incidente;Baja;999;SD-77503;282289;renovar vl;ANULACIÓN DE CÓDIGO DE PAGO;jhinostroza;15/12/2025 09:46;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;18/12/2025 12:42;Solicitud;Service Desk 3;soportedigital;Terminado;;15/12/2025 12:41;Vida Ley;;
Incidente;Baja;999;SD-75407;271191;Se pagó CIP vencido VL;ANULACIÓN DE CÓDIGO DE PAGO;jhinostroza;31/10/2025 10:56;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;18/11/2025 17:19;Solicitud;Service Desk 3;soportedigital;Terminado;;18/11/2025 17:19;Vida Ley;;
Incidente;Baja;999;SD-77421;281765;"VIDA LEY_ ANULAR CÓDIGO DE PAGO MATERIALES ELECTRICOS DE BAJA Y ALTA TENSION SOCIEDAD ANONIM	";ANULACIÓN DE CÓDIGO DE PAGO;csotelo;11/12/2025 12:40;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;csotelo;15/12/2025 02:00;Solicitud;Service Desk 3;soportedigital;Terminado;;15/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-77006;279347;VIDA LEY - PÓLIZA 6000022958 - ANULACIÓN DE MOVIMIENTO;ANULACIÓN DE MOVIMIENTO;ssanchez;1/12/2025 10:26;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ssanchez;5/12/2025 15:06;Solicitud;Service Desk 2;soportedigital;Terminado;;5/12/2025 15:06;Vida Ley;;
Incidente;Baja;999;SD-77188;280366;VIDA LEY_NO FIGURAN DOCUMENTOS;ANULACIÓN DE MOVIMIENTO;sgarciac;3/12/2025 18:06;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;sgarciac;5/12/2025 10:45;Solicitud;Service Desk 4;soportedigital;Terminado;;5/12/2025 10:45;Vida Ley;;
Incidente;Baja;999;SD-77197;280406;VL - NO SE VISUALIZA LA APROBACIÓN DE TECNICA;ANULACIÓN DE MOVIMIENTO;mcalloapaza;3/12/2025 23:11;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;9/12/2025 02:01;Solicitud;Service Desk 4;soportedigital;Terminado;;9/12/2025 02:01;Vida Ley;;
Incidente;Baja;999;SD-77108;279897;VL - NO SE VISUALIZA LA APROBACIÓN EN TECNICA;ANULACIÓN DE MOVIMIENTO;mcalloapaza;2/12/2025 15:23;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;mcalloapaza;6/12/2025 02:00;Solicitud;Service Desk 4;soportedigital;Terminado;;6/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-78025;284680;ANULAR MOVIMIENTO DE INCLUSION /  ASOCIACION DE COMERCIANTES CENTRO COMERCIAL SARITA COLONIA;ANULACIÓN DE MOVIMIENTO;lchavez;24/12/2025 17:31;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lchavez;29/12/2025 15:53;Solicitud;Service Desk 2;soportedigital;Terminado;;29/12/2025 15:53;Vida Ley;;
Incidente;Baja;999;SD-80158;293305;VL_No se puede anular la ultima renovación;ANULACIÓN DE MOVIMIENTO;ktoeback;10/02/2026 14:39;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ktoeback;20/02/2026 12:22;Solicitud;Service Desk 6;soportedigital;Terminado;Privado;13/02/2026 17:00;Vida Ley;;
Incidente;Baja;999;SD-80218;293540;POLIZA 6000010612;ANULACIÓN DE MOVIMIENTO;ccortez;11/02/2026 13:01;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;12/02/2026 14:26;Solicitud;Service Desk 2;soportedigital;Terminado;;12/02/2026 14:26;Vida Ley;;
Incidente;Baja;999;SD-80138;293236;COTIZACION 140653 ;ANULACIÓN DE MOVIMIENTO;ccortez;10/02/2026 11:23;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;17/02/2026 11:37;Solicitud;Service Desk 2;soportedigital;Terminado;;17/02/2026 11:37;Vida Ley;;
Incidente;Baja;999;SD-77167;280275;CIERRRE ERRORES VL ;ANULACIÓN DE MOVIMIENTO;ccortez;3/12/2025 15:30;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;6/01/2026 12:18;Solicitud;Service Desk 3;soportedigital;Terminado;;7/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-74507;266725;Anular póliza 6000032136-;ANULACIÓN DE PÓLIZA;ccortez;14/10/2025 11:18;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;18/10/2025 02:00;Solicitud;Service Desk 4;soportedigital;Terminado;;18/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79393;290177;ANULACION DE ESTIMADOS;ANULACIÓN DE RECIBOS;ccortez;26/01/2026 15:26;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;30/01/2026 11:59;Solicitud;Service Desk 1;soportedigital;Terminado;;30/01/2026 11:59;Vida Ley;;
Incidente;Baja;999;SD-75203;270098;anular recibos vl;ANULACIÓN DE RECIBOS;ccortez;28/10/2025 11:18;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;29/10/2025 15:56;Solicitud;Service Desk 2;soportedigital;Terminado;;29/10/2025 15:56;Vida Ley;;
Solicitud;Baja;;SD-80506;294886;ANULAR ESTIMADOS;ANULACIÓN DE RECIBOS;ccortez;18/02/2026 15:14;Plataforma Digital -> PD - Vida Ley;Operaciones;Terminado;soportedigital;18/02/2026 18:03;Solicitud;Service Desk 4;soportedigital;Listo;;18/02/2026 18:02;Vida Ley;;
Solicitud;Baja;;SD-80365;294209;anular recibos vl;ANULACIÓN DE RECIBOS;ccortez;16/02/2026 09:30;Plataforma Digital -> PD - Vida Ley;Operaciones;Aceptado;soportedigital;20/02/2026 01:00;Solicitud;Service Desk 3;soportedigital;Listo;;16/02/2026 14:14;Vida Ley;;
Incidente;Baja;999;SD-77000;279312;muy urgente, AGENCIAR CLIENTE;ANULAR MOVIMIENTO PENDIENTE EN COTIZACIÓN;msialer;1/12/2025 09:42;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;msialer;5/12/2025 02:00;Solicitud;Service Desk 3;soportedigital;Terminado;Privado;5/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79593;290931;ANULAR TRAMITE  ENDOSO / 20604889813 - GLOBAL ENGINEERING MINING SERVICE E.I.R.L.;ANULAR MOVIMIENTO PENDIENTE EN COTIZACIÓN;lalcalde;29/01/2026 13:38;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lalcalde;30/01/2026 11:58;Solicitud;Service Desk 2;soportedigital;Terminado;Privado;30/01/2026 11:58;Vida Ley;;
Incidente;Baja;999;SD-74910;268439;ANULAR MOVIMIENTO / SHIHE COMERCIAL S.A.C.;ANULAR MOVIMIENTO PENDIENTE EN COTIZACIÓN;lchavez;21/10/2025 12:48;Plataforma Digital -> PD - Vida Ley;;Cerrado;lchavez;25/10/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;25/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79582;290898;Ajuste en cobertura cotización 159690 ;CAMBIO COBERTURAS Y/O PRIMAS DE PÓLIZA Y/O SUMAS ASEGURADAS;ssanchez;29/01/2026 12:24;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ssanchez;5/02/2026 13:05;Solicitud;Service Desk 2;soportedigital;Terminado;;5/02/2026 13:05;Vida Ley;;
Solicitud;Baja;999;SD-80332;294007;SOCIEDAD MERCANTIL EXPORTACION SA - VIDA LEY 6000028788;CAMBIO DE AGENCIAMIENTO;ccortez;13/02/2026 11:01;Plataforma Digital -> PD - Vida Ley;Operaciones;En progreso;soportedigital;20/02/2026 13:30;Solicitud;Service Desk 6;soportedigital;;;;Vida Ley;;
Incidente;Baja;999;SD-76551;276985;No se agencia totalmente al nuevo corredor Carlos Barrantes;CAMBIO DE AGENCIAMIENTO;ydioses;21/11/2025 09:59;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;ydioses;25/11/2025 17:45;Solicitud;Service Desk 5;soportedigital;Terminado;;24/11/2025 18:05;Vida Ley;;
Incidente;Baja;999;SD-79483;290518;CAMBIO AGENCIAMIENTO / GRIFERIA INDUSTRIAL Y COMERC.NC S.R.L.;CAMBIO DE AGENCIAMIENTO;lchavez;27/01/2026 20:00;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;lchavez;5/02/2026 08:58;Solicitud;Service Desk 1;soportedigital;Terminado;;5/02/2026 08:58;Vida Ley;;
Incidente;Baja;999;SD-78805;287662;Cambio de Agenciamiento JOSE LUIS RIOS RABELO ;CAMBIO DE AGENCIAMIENTO;fcaceda;12/01/2026 17:01;Plataforma Digital -> PD - Vida Ley;;Cerrado;fcaceda;15/01/2026 18:14;Solicitud;Service Desk 1;soportedigital;Terminado;;15/01/2026 18:14;Vida Ley;;
Incidente;Baja;999;SD-74949;268645;No se puede cotizar VL;CAMBIO DE AGENCIAMIENTO;jhinostroza;22/10/2025 09:43;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;28/10/2025 10:23;Solicitud;Service Desk 2;soportedigital;Terminado;;28/10/2025 10:23;Vida Ley;;
Incidente;Baja;999;SD-77669;283032;ACTUALIZACION DE AGENCIAMIENTO;CAMBIO DE AGENCIAMIENTO;ccortez;17/12/2025 09:46;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;18/12/2025 09:26;Solicitud;Service Desk 2;soportedigital;Terminado;;18/12/2025 09:26;Vida Ley;;
Incidente;Baja;999;SD-77392;281542;PF SU APOYO CON EL AGENCIAMIENTO;CAMBIO DE AGENCIAMIENTO;ccortez;10/12/2025 17:01;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;20/12/2025 02:00;Solicitud;Service Desk 4;soportedigital;Terminado;;20/12/2025 02:00;Vida Ley;;
Incidente;Baja;5;SD-75033;269120;agenciamiento cliente;CAMBIO DE AGENCIAMIENTO;ccortez;23/10/2025 16:05;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;31/10/2025 17:07;Solicitud;Service Desk 2;soportedigital;Terminado;;31/10/2025 17:07;Vida Ley;;
Incidente;Baja;9;SD-74801;268045;VL SETIEMBRE / AGENCIAMIENTO YANGZHOU RONGFEI - 20611390000;CAMBIO DE AGENCIAMIENTO;ccortez;20/10/2025 12:07;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;27/10/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;27/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-76964;279096;CIERRE ERROR ESTIMADOS POLIZA PETROPERU 6000015692;CAMBIO DE ESTADO EN LAS COMISIONES;ccortez;28/11/2025 15:35;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;4/12/2025 13:48;Solicitud;Service Desk 2;soportedigital;Terminado;;2/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79008;288553;LA VIGENCIA DE LA POLIZA NO CONCUERDA CON LA CONSTACIA DE ASEGURADOS//VIDA LEY POLIZA 6000031976 // RUC 20555943840 - PERUANA DE ENERGIA E HIDROCARBUROS S.A.C.;CAMBIO DE FECHA DE VIGENCIA;msotelo;16/01/2026 12:55;Plataforma Digital -> PD - Vida Ley;;Cerrado;msotelo;19/01/2026 16:17;Solicitud;Service Desk 3;soportedigital;Terminado;;19/01/2026 16:17;Vida Ley;;
Incidente;Baja;999;SD-79223;289456;Modificacion endoso por remuneraciòn VL;CAMBIO DE FECHA DE VIGENCIA;jhinostroza;22/01/2026 08:47;Plataforma Digital -> PD - Vida Ley;Comercial Masivos;Cerrado;jhinostroza;23/01/2026 18:00;Solicitud;Service Desk 2;soportedigital;Terminado;;23/01/2026 18:00;Vida Ley;;
Incidente;Baja;999;SD-78797;287642;82770 // SUNARP // PERIODO OCTUBRE // 6000023454;CAMBIO DE FECHA DE VIGENCIA;ccortez;12/01/2026 16:27;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;15/01/2026 18:14;Solicitud;Service Desk 3;soportedigital;Terminado;;15/01/2026 18:14;Vida Ley;;
Incidente;Baja;999;SD-77265;280751;poliza 6000035136 ESTADO;CAMBIO DE FECHA DE VIGENCIA;ccortez;4/12/2025 17:33;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;15/12/2025 02:00;Solicitud;Service Desk 3;soportedigital;Terminado;;15/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-76644;277479;por favor su apoyo con el cambio fin de vigencia URGENTE ESTADO;CAMBIO DE FECHA DE VIGENCIA;ccortez;24/11/2025 12:17;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;28/11/2025 11:49;Solicitud;Service Desk 3;soportedigital;Terminado;;28/11/2025 11:47;Vida Ley;;
Incidente;Baja;999;SD-75832;273082;ENDOSO 6000028757;CAMBIO DE FECHA DE VIGENCIA;ccortez;7/11/2025 12:09;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;13/11/2025 10:06;Solicitud;Service Desk 2;soportedigital;Terminado;;13/11/2025 10:06;Vida Ley;;
Incidente;Baja;6;SD-74510;266756;CAMBIO DE VIGENCIA 6000023214;CAMBIO DE FECHA DE VIGENCIA;ccortez;14/10/2025 11:46;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;19/10/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;19/10/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-79555;290804;TRAMITE 83580;CAMBIO DE PORCENTAJE DE COMISIÓN;ccortez;28/01/2026 18:42;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;30/01/2026 18:14;Solicitud;Service Desk 2;soportedigital;Terminado;;30/01/2026 18:14;Vida Ley;;
Incidente;Baja;999;SD-77300;280926;pf su apoyo tramite estado 81906;CAMBIO DE PORCENTAJE DE COMISIÓN;ccortez;5/12/2025 11:37;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;9/12/2025 02:00;Solicitud;Service Desk 2;soportedigital;Terminado;;9/12/2025 02:00;Vida Ley;;
Incidente;Baja;999;SD-75767;272807;tramite 80875;CAMBIO DE PORCENTAJE DE COMISIÓN;ccortez;6/11/2025 15:14;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;10/11/2025 15:32;Solicitud;Service Desk 2;soportedigital;Terminado;;10/11/2025 15:32;Vida Ley;;
Incidente;Baja;999;SD-75684;272355;TRAMITE 80697;CAMBIO DE PORCENTAJE DE COMISIÓN;ccortez;5/11/2025 10:56;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;10/11/2025 17:18;Solicitud;Squad - Mesa Ongoing;soportedigital;Terminado;;10/11/2025 17:18;Vida Ley;;
Incidente;Baja;1;SD-77586;282690;tramite 81972;CAMBIO DE VIGENCIA Y GENERACIÓN DE NC;ccortez;16/12/2025 10:35;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;17/12/2025 09:10;Solicitud;Service Desk 2;soportedigital;Terminado;;17/12/2025 09:10;Vida Ley;;
Incidente;Baja;999;SD-77381;281484;modificacion  6000035136;CAMBIO DE VIGENCIA Y GENERACIÓN DE NC;ccortez;10/12/2025 15:37;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;16/12/2025 17:49;Solicitud;Service Desk 3;soportedigital;Terminado;;16/12/2025 17:49;Vida Ley;;
Incidente;Baja;999;SD-77324;281058;TRAMITE 81846 ;CAMBIO DE VIGENCIA Y GENERACIÓN DE NC;ccortez;5/12/2025 15:54;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;16/12/2025 16:37;Solicitud;Service Desk 2;soportedigital;Terminado;;16/12/2025 16:37;Vida Ley;;
Incidente;Baja;999;SD-76544;276885;Poliza 6000034457 tramite 81407 ESTADO ;CAMBIO DE VIGENCIA Y GENERACIÓN DE NC;ccortez;20/11/2025 17:59;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;29/11/2025 02:00;Solicitud;Service Desk 3;soportedigital;Terminado;;29/11/2025 02:00;Vida Ley;;
Incidente;Baja;1;SD-77119;279951;BELCORP // CARGA DE TRAMAS // C16;CARGA DE TRAMA;fcaceda;2/12/2025 16:36;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;fcaceda;22/12/2025 15:45;Solicitud;Service Desk 5;soportedigital;Terminado;Privado;9/12/2025 02:02;;;
Incidente;Baja;999;SD-78744;287458;ERROR TRAMITES 82717;CARGA DE TRAMA;ccortez;12/01/2026 09:42;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;ccortez;19/01/2026 16:48;Solicitud;Squad - Mesa Vida Ley;soportedigital;Terminado;;16/01/2026 18:17;Vida Ley;;
Incidente;Baja;4;SD-76498;276639;BELCORP // CARGA DE TRAMAS // C15;CARGA DE TRAMA;avalles;20/11/2025 10:43;Plataforma Digital -> PD - Vida Ley;Operaciones;Cerrado;avalles;3/12/2025 12:26;Solicitud;Service Desk 5;soportedigital;Terminado;Privado;3/12/2025 12:26;Vida Ley;;
Incidente;Baja;999;SD-77145;280101;La cotización 129651 no sale de bandeja d eptecnica a comercial a pesar que ya figura aprobada;CIERRE DEL TICKET;ydioses;3/12/2025 10:21;Plataforma Digital -> PD - Vida Ley;;Cerrado;ydioses;3/12/2025 15:57;Solicitud;Service Desk 2;soportedigital;Terminado;;3/12/2025 15:57;Vida Ley;;
Incidente;Baja;999;SD-75013;269044;POLIZA 6000033101 | ZOSIMO R. GAMARRA ARIAS E.I.R.LTDA. - 20119304254;CIERRE DEL TICKET;tzayerz;23/10/2025 12:37;Plataforma Digital -> PD - Vida Ley;Cobranzas;Cerrado;tzayerz;26/12/2025 13:01;Solicitud;Service Desk 2;soportedigital;Terminado;;30/10/2025 10:00;Vida Ley;;
Incidente;Baja;999;SD-76944;278987;Vida Ley_Se pagó pero no aparece poliza;CIERRE DEL TICKET;ssanchez;28/11/2025 12:05;Plataforma Digital -> PD - Vida Ley;;Cerrado;ssanchez;1/12/2025 10:23;Solicitud;Service Desk 2;soportedigital;Terminado;;1/12/2025 10:23;Vida Ley;;
